ID_Transacao,ID_Pedido,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX0000181,PED000101,24/07/2024,CLI00207,Vestido Midi,Moda,"R$ 229,84",2,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0000182,PED000102,2024-07-26,CLI00210,Mochila para Notebook,Acessorios,"R$ 190,34",1,Sao Paulo/SP/Brasil,Cartao de Credito,Cancelado
TRX0000183,PED000102,2024-07-26,CLI00210,Smartphone X200,Eletronicos,2317.96,1,Sao Paulo/SP/Brasil,Cartao de Credito,CANCELADO
TRX0000184,PED000102,26/07/2024,CLI00210,Cafeteira Eletrica,Casa,"275,87",2,Sao Paulo/SP/Brasil,Cartao de Credito,Cancelado
TRX0000185,PED000102,2024-07-26,CLI00210,Liquidificador Potente,Casa,"230,17",1,Sao Paulo/SP/Brasil,Cartao de Credito,CANCELADO
TRX0000186,PED000102,2024-07-26,CLI00210,Livro SQL Essencial,Livros,84.29,1,Sao Paulo/SP/Brasil,Cartao de Credito,Cancelado
TRX0000187,PED000103,,CLI00577,Jaqueta Corta Vento,moda,"R$ 277,13",1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0000188,PED000103,09-07-2024,CLI00577,Livro SQL Essencial,Livros,"R$ 80,43",1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0000189,PED000104,2024-07-02,CLI00119,Monitor 27,Eletronicos,1236.54,2,Niteroi/RJ/Brasil,Pix,Entregue
TRX0000190,PED000104,2024-07-02,CLI00119,Capa para Smartphone,Acessorios,49.80,1,Niteroi/RJ/Brasil,Pix,Entregue
TRX0000191,PED000105,01-07-2024,CLI00486,Luminaria de Mesa,Casa,,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000192,PED000105,01/07/2024,CLI00486,Mochila para Notebook,Acessorios,189.49,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000193,PED000106,30-07-2024,CLI00303,Livro Historia do Brasil,Livros,67.13,1,Goiania/GO/Brasil,Cartao de Credito,Entregue
TRX0000194,PED000107,30-07-2024,CLI00096,Mochila para Notebook,Acessorios,,2,Campinas/SP/Brasil,Pix,Entregue
TRX0000195,PED000107,30/07/2024,CLI00096,Teclado Mecanico,Acessorios,"R$ 373,35",1,Campinas/SP/Brasil,Pix,Entregue
TRX0000196,PED000107,2024-07-30,,Halteres 10kg,esporte,181.48,1,Campinas/SP/Brasil,Pix,Entregue
TRX0000197,PED000108,15/07/2024,CLI00205,Smart TV 50,Eletronicos,"R$ 2.618,10",1,Santos/SP/Brasil,Cartao de Credito,Entregue
TRX0000198,PED000109,2024-07-05,CLI00117,Tapete de Yoga,Esporte,159.26,2,Curitiba/PR/Brasil,Pix,Entregue
TRX0000199,PED000109,2024-07-05,CLI00117,Jogo de Panelas,Casa,"408,81",2,Curitiba/PR/Brasil,Pix,Entregue
TRX0000200,PED000109,2024-07-05,CLI00117,Halteres 10kg,Esporte,"R$ 186,51",1,Curitiba/PR/Brasil,Pix,entregue
TRX0000201,PED000110,03-07-2024,CLI00577,Liquidificador Potente,Casa,225.15,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Cancelado
TRX0000202,PED000110,2024-07-03,CLI00577,Smart TV 50,eletronicos,"R$ 2.636,14",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Cancelado
TRX0000203,PED000110,2024-07-03,CLI00577,Jogo de Panelas,Casa,409.94,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,cancelado
TRX0000204,PED000111,2024-07-17,CLI00068,Smartphone X200,Eletronicos,"2.168,24",1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0000205,PED000111,2024-07-17,CLI00068,Teclado Mecanico,Acessorios,355.42,1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0000206,PED000111,2024-07-17,CLI00068,Capa para Smartphone,Acessórios,"R$ 52,43",1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0000207,PED000112,12/07/2024,CLI00117,Calca Jeans Reta,Moda,"195,45",1,Curitiba/PR/Brasil,Pix,Processando
TRX0000208,PED000112,2024-07-12,CLI00117,Cafeteira Eletrica,Casa,310.77,1,Curitiba/PR/Brasil,Pix,Processando
TRX0000209,PED000112,2024-07-12,CLI00117,Livro Historia do Brasil,Livros,72.90,2,Curitiba/PR/Brasil,Pix,processando
TRX0000210,PED000113,2024-07-17,CLI00675,Mouse Sem Fio,Acessorios,"94,02",1,Santos/SP/Brasil,Cartao de Debito,Entregue
TRX0000211,PED000114,08-07-2024,CLI00262,Hub USB-C,Acessórios,139.17,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000212,PED000115,2024-07-09,CLI00569,Livro Historia do Brasil,Livros,"R$ 73,02",1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0000213,PED000116,2024-07-13,CLI00013,Liquidificador Potente,Casa,"R$ 235,82",1,Fortaleza/CE/Brasil,Boleto,Entregue
TRX0000214,PED000116,2024-07-13,CLI00013,Hub USB-C,Acessorios,"R$ 138,75",4,Fortaleza/CE/Brasil,Boleto,Entregue
TRX0000215,PED000116,2024-07-13,CLI00013,Smartphone X200,Eletronicos,2111.67,1,Fortaleza/CE/Brasil,Boleto,Entregue
TRX0000216,PED000117,16/07/2024,CLI00293,Smartphone X200,Eletronicos,"R$ 2.156,75",2,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0000217,PED000117,2024-07-16,CLI00293,Halteres 10kg,Esporte,"R$ 196,54",2,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0000218,PED000118,19/07/2024,CLI00065,Capa para Smartphone,ACESSORIOS,"R$ 49,63",2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000219,PED000119,06/07/2024,CLI00233,Livro Historia do Brasil,Livros,"R$ 75,47",1,Sao Paulo/SP/Brasil,Cartao de Credito,Enviado
TRX0000220,PED000119,06/07/2024,CLI00233,Tenis Corrida Leve,Esporte,"R$ 340,69",1,Sao Paulo/SP/Brasil,Cartao de Credito,Enviado
TRX0000221,PED000119,06/07/2024,CLI00233,Tapete de Yoga,Esporte,"R$ 144,75",1,Sao Paulo/SP/Brasil,Cartao de Credito,Enviado
TRX0000222,PED000120,2024-07-16,CLI00577,Tablet 10,Eletronicos,"R$ 1.347,68",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000223,PED000120,2024-07-16,CLI00577,Halteres 10kg,Esporte,"192,21",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,ENTREGUE
TRX0000224,PED000120,2024-07-16,CLI00577,Vestido Midi,Moda,"R$ 219,23",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000225,PED000121,2024-07-27,CLI00006,Mouse Sem Fio,Acessorios,"93,09",3,Porto Alegre/RS/Brasil,Pix,Enviado
TRX0000226,PED000121,2024-07-27,CLI00006,Livro SQL Essencial,livros,"R$ 77,49",1,Porto Alegre/RS/Brasil,Pix,Enviado
TRX0000227,PED000122,2024-07-19,CLI00202,Jogo de Panelas,Casa,"R$ 409,91",1,Recife/PE/Brasil,Pix,Entregue
TRX0000228,PED000122,19/07/2024,CLI00202,Tablet 10,Eletronicos,1273.67,2,Recife/PE/Brasil,Pix,entregue
TRX0000229,PED000123,2024-07-18,CLI00527,Camisa Social Slim,Moda,164.31,1,Curitiba/PR/Brasil,Boleto,Entregue
TRX0000230,PED000124,2024-07-14,CLI00577,Hub USB-C,Acessorios,124.87,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000231,PED000125,2024-07-03,CLI00115,Notebook Gamer,Eletronicos,"R$ 4.703,18",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0000232,PED000126,2024-07-21,CLI00096,Headset Gamer,ACESSORIOS,264.70,2,Campinas/SP/Brasil,Boleto,Entregue
TRX0000233,PED000126,2024-07-21,CLI00096,Camisa Social Slim,Moda,"170,13",3,Campinas/SP/Brasil,Boleto,Entregue
TRX0000234,PED000126,2024-07-21,CLI00096,Smartphone X200,Eletronicos,"2.279,98",4,Campinas/SP/Brasil,Boleto,Entregue
TRX0000235,PED000126,2024-07-21,CLI00096,Calca Jeans Reta,Moda,"R$ 193,57",1,Campinas/SP/Brasil,Boleto,Entregue
TRX0000236,PED000127,2024-07-09,CLI00006,Livro Historia do Brasil,Livros,"71,86",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0000237,PED000127,2024-07-09,CLI00006,Mouse Sem Fio,Acessorios,"97,08",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0000238,PED000128,2024-07-08,CLI00112,Tapete de Yoga,Esporte,156.67,4,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0000239,PED000129,2024-07-20,CLI00346,Aspirador Robo,Casa,"1.625,12",1,Santos/SP/Brasil,Cartao de Credito,Entregue
TRX0000240,PED000130,2024-07-09,CLI00443,Mouse Sem Fio,Acessorios,"R$ 86,50",2,Curitiba/PR/Brasil,Pix,Cancelado
TRX0000241,PED000130,09-07-2024,CLI00443,Headset Gamer,Acessorios,"274,12",1,Curitiba/PR/Brasil,Pix,Cancelado
TRX0000242,PED000131,2024-07-07,CLI00497,Camisa Social Slim,Moda,"159,89",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000243,PED000132,2024-07-30,CLI00497,Livro Historia do Brasil,Livros,72.38,2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003174,PED001677,07/05/2025,CLI00073,Calca Jeans Reta,Moda,200.83,1,Recife/PE/Brasil,Pix,Entregue
TRX0000244,PED000132,2024-07-30,CLI00497,Calca Jeans Reta,Moda,202.20,2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000245,PED000133,2024-07-26,CLI00483,Tapete de Yoga,Esporte,145.37,1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0000246,PED000134,24/08/2024,CLI00521,Headset Gamer,Acessorios,"R$ 271,26",1,Uberlandia/MG/Brasil,Boleto,Entregue
TRX0000247,PED000134,24/08/2024,CLI00521,Aspirador Robo,Casa,1550.12,2,Uberlandia/MG/Brasil,Boleto,Entregue
TRX0000248,PED000134,24-08-2024,CLI00521,Hub USB-C,Acessórios,130.78,1,Uberlandia/MG/Brasil,Boleto,entregue
TRX0000249,PED000134,24/08/2024,CLI00521,Carregador Turbo,Acessorios,96.81,1,Uberlandia/MG/Brasil,Boleto,Entregue
TRX0000250,PED000135,2024-08-07,CLI00483,Aspirador Robo,Casa,"1.709,69",2,Recife/PE/Brasil,Cartao de Credito,Cancelado
TRX0000251,PED000136,2024-08-24,CLI00269,Livro SQL Essencial,Livros,"82,67",1,Campinas/SP/Brasil,Pix,Entregue
TRX0000252,PED000137,2024-08-07,CLI00486,Tablet 10,Eletronicos,1317.87,1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000253,PED000137,2024-08-07,CLI00486,Smartphone X200,ELETRONICOS,2228.58,1,Rio de Janeiro/RJ/Brasil,Pix,ENTREGUE
TRX0000254,PED000138,20-08-2024,CLI00029,Cafeteira Eletrica,Casa,"R$ 279,86",1,Campinas/SP/Brasil,Boleto,Entregue
TRX0000255,PED000138,2024-08-20,CLI00029,Liquidificador Potente,Casa,225.11,1,Campinas/SP/Brasil,Boleto,Entregue
TRX0000256,PED000139,03/08/2024,CLI00521,,esporte,150.19,1,Uberlandia/MG/Brasil,Boleto,Processando
TRX0000257,PED000140,2024-08-06,CLI00421,Vestido Midi,Moda,"212,94",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0000258,PED000141,2024-08-20,CLI00580,Cafeteira Eletrica,Casa,"R$ 275,89",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000259,PED000141,20/08/2024,CLI00580,Liquidificador Potente,Casa,"230,39",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000260,PED000142,2024-08-09,CLI00577,Hub USB-C,Acessorios,133.07,1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000261,PED000142,09/08/2024,CLI00577,Vestido Midi,Moda,"229,15",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000262,PED000143,30-08-2024,CLI00497,Monitor 27,eletronicos,"R$ 1.094,57",1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0000263,PED000143,2024-08-30,CLI00497,Aspirador Robo,Casa,"R$ 1.615,91",2,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0000264,PED000144,26-08-2024,CLI00038,Tapete de Yoga,esporte,"R$ 157,60",1,Campinas/SP/Brasil,Cartao de Credito,Processando
TRX0000265,PED000144,26/08/2024,CLI00038,Garrafa Termica,Esporte,"R$ 118,42",1,Campinas/SP/Brasil,Cartao de Credito,PROCESSANDO
,PED000144,26/08/2024,CLI00038,Smart TV 50,Eletronicos,2678.35,2,Campinas/SP/Brasil,Cartao de Credito,Processando
TRX0000267,PED000145,2024-08-16,CLI00483,Jogo de Panelas,Casa,"R$ 385,41",3,Recife/PE/Brasil,Pix,Entregue
TRX0000268,PED000145,2024-08-16,CLI00483,Teclado Mecanico,Acessorios,"R$ 339,15",1,Recife/PE/Brasil,Pix,Entregue
TRX0000269,PED000145,16/08/2024,CLI00483,Livro Historia do Brasil,Livros,"75,47",1,Recife/PE/Brasil,Pix,Entregue
TRX0000270,PED000145,2024-08-16,CLI00483,Mochila para Notebook,Acessorios,"R$ 181,99",1,Recife/PE/Brasil,Pix,Entregue
TRX0001648,PED000872,2024-12-27,CLI00360,Headset Gamer,Acessorios,"R$ 252,10",3,Belo Horizonte/MG/Brasil,Pix,entregue
TRX0000271,PED000146,04-08-2024,CLI00580,Garrafa Termica,Esporte,"R$ 117,64",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000272,PED000147,2024-08-23,CLI00521,Livro SQL Essencial,Livros,"R$ 84,89",1,Uberlandia/MG/Brasil,Cartao de Credito,ENTREGUE
TRX0000273,PED000148,2024-08-23,CLI00675,Livro Historia do Brasil,Livros,524.35,1,Santos/SP/Brasil,Cartao de Credito,Entregue
TRX0000274,PED000148,2024-08-23,CLI00675,Smartphone X200,Eletronicos,2227.33,1,Santos/SP/Brasil,Cartao de Credito,Entregue
TRX0000275,PED000149,2024-08-21,CLI00502,Notebook Gamer,Eletronicos,5012.76,3,Belo Horizonte/MG/Brasil,Pix,Devolvido
TRX0000276,PED000150,2024-08-09,CLI00233,Notebook Gamer,Eletronicos,"R$ 5.022,13",1,Sao Paulo/SP/Brasil,Boleto,Cancelado
TRX0000277,PED000150,2024-08-09,CLI00233,Vestido Midi,Moda,213.09,2,Sao Paulo/SP/Brasil,Boleto,Cancelado
TRX0000278,PED000151,2024-08-27,CLI00483,Tablet 10,Eletronicos,"1.270,49",1,Recife/PE/Brasil,Pix,Entregue
TRX0000279,PED000151,2024-08-27,CLI00483,Camiseta Dry Fit,esporte,"R$ 79,28",1,Recife/PE/Brasil,Pix,Entregue
TRX0000280,PED000152,2024-08-09,CLI00483,Jogo de Panelas,Casa,"R$ 385,24",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0000281,PED000153,2024-08-30,CLI00483,Jogo de Panelas,Casa,426.27,2,Recife/PE/Brasil,Boleto,Entregue
TRX0000282,PED000153,2024-08-30,CLI00483,Notebook Ultrafino,Eletronicos,"3.312,05",1,Recife/PE/Brasil,Boleto,entregue
TRX0000283,PED000154,2024-08-26,CLI00664,Headset Gamer,Acessórios,"R$ 260,44",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0000284,PED000154,2024-08-26,CLI00664,Camiseta Dry Fit,Esporte,"77,60",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0000285,PED000155,2024-08-19,CLI00577,Calca Jeans Reta,Moda,190.97,2,Rio de Janeiro/RJ/Brasil,Pix,Processando
TRX0000286,PED000156,2024-08-12,CLI00367,Livro Dados em Acao,livros,"R$ 92,81",2,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0000287,PED000156,2024-08-12,CLI00367,Calca Jeans Reta,Moda,"202,92",1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0000288,PED000156,2024-08-12,CLI00367,Livro SQL Essencial,Livros,"R$ 78,79",1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0000289,PED000157,14-08-2024,CLI00577,Tablet 10,Eletronicos,1375.44,2,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000290,PED000158,2024-08-29,CLI00421,Notebook Ultrafino,Eletronicos,"R$ 3.280,09",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0000291,PED000159,13/08/2024,CLI00159,Hub USB-C,Acessorios,"R$ 138,36",1,Recife/PE/Brasil,Cartao de Credito,Enviado
TRX0000292,PED000159,13/08/2024,,Calca Jeans Reta,Moda,"R$ 190,30",1,Recife/PE/Brasil,Cartao de Credito,Enviado
TRX0000293,PED000160,23/08/2024,CLI00218,Livro SQL Essencial,Livros,77.52,1,Curitiba/PR/Brasil,Boleto,Entregue
TRX0000294,PED000161,10/08/2024,CLI00569,Livro SQL Essencial,Livros,82.82,2,Campinas/SP/Brasil,Boleto,Entregue
TRX0000295,PED000161,2024-08-10,CLI00569,Tapete de Yoga,Esporte,157.57,2,Campinas/SP/Brasil,Boleto,Entregue
TRX0000296,PED000162,2024-08-30,CLI00065,Luminaria de Mesa,casa,"140,08",-1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000297,PED000162,30-08-2024,CLI00065,Mochila para Notebook,Acessorios,"R$ 182,06",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000298,PED000163,10-08-2024,CLI00181,Headset Gamer,Acessorios,"R$ 268,47",2,Curitiba/PR/Brasil,Cartao de Credito,Aguardando pagamento
TRX0000299,PED000163,2024-08-10,CLI00181,Vestido Midi,Moda,"1,2,3",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0000300,PED000163,10-08-2024,CLI00181,Garrafa Termica,Esporte,118.81,1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0000301,PED000164,03/08/2024,CLI00251,Camiseta Dry Fit,Esporte,"R$ 84,77",2,Recife/PE/Brasil,Pix,Entregue
TRX0000302,PED000164,03-08-2024,CLI00251,Hub USB-C,Acessorios,129.98,1,Recife/PE/Brasil,Pix,Entregue
TRX0000303,PED000165,2024-08-26,CLI00125,Smart TV 50,Eletronicos,"R$ 2.714,39",2,Sao Paulo/SP/Brasil,Pix,ENTREGUE
TRX0000304,PED000166,2024-08-21,CLI00029,Luminaria de Mesa,CASA,136.26,1,Campinas/SP/Brasil,Pix,Entregue
TRX0000305,PED000167,10/08/2024,CLI00107,Tablet 10,Eletronicos,1269.46,1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0000306,PED000168,14/08/2024,CLI00200,Capa para Smartphone,Acessorios,"R$ 50,29",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000307,PED000168,14-08-2024,CLI00200,Aspirador Robo,casa,1707.12,4,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000308,PED000168,2024-08-14,CLI00200,Notebook Gamer,Eletronicos,4704.47,2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000309,PED000169,2024-08-13,CLI00623,Jogo de Panelas,Casa,386.91,2,Curitiba/PR/Brasil,Cartao de Debito,Entregue
TRX0000310,PED000170,2024-08-06,CLI00140,Teclado Mecanico,Acessorios,"343,08",3,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Devolvido
TRX0000311,PED000171,05-08-2024,CLI00239,Liquidificador Potente,Casa,235.01,1,Campinas/SP/Brasil,Pix,Entregue
TRX0000312,PED000172,2024-08-18,CLI00577,Vestido Midi,Moda,220.68,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000313,PED000173,20-08-2024,CLI00569,Teclado Mecanico,Acessorios,358.31,1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0000314,PED000174,2024-08-08,CLI00483,Notebook Gamer,Eletronicos,"R$ 4.781,53",1,Recife/PE/Brasil,Cartao de Debito,Entregue
TRX0000315,PED000175,2024-08-21,CLI00254,Camiseta Dry Fit,Esporte,84.92,1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0000316,PED000175,21/08/2024,CLI00254,Tenis Corrida Leve,Esporte,320.80,1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0000317,PED000176,2024-08-31,CLI00577,Aspirador Robo,Casa,"1.620,46",2,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000318,PED000177,04-08-2024,CLI00297,Luminaria de Mesa,CASA,"R$ 136,77",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0000319,PED000177,2024-08-04,CLI00297,Livro SQL Essencial,Livros,"R$ 83,02",2,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0000320,PED000177,2024-08-04,CLI00297,Camisa Social Slim,Moda,"R$ 159,01",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0000321,PED000178,2024-08-24,CLI00640,Headset Gamer,Acessorios,246.73,1,Uberlandia/MG/Brasil,Pix,Entregue
TRX0001885,PED000987,31/12/2024,CLI00265,Tenis Corrida Leve,Esporte,"324,14",1,Campinas/SP/Brasil,Boleto,Entregue
TRX0000322,PED000178,24-08-2024,CLI00640,Luminaria de Mesa,Casa,"137,93",1,Uberlandia/MG/Brasil,Pix,Entregue
TRX0000323,PED000179,2024-08-03,CLI00483,Notebook Ultrafino,Eletronicos,"R$ 3.345,22",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0000324,PED000179,2024-08-03,CLI00483,Mochila para Notebook,Acessorios,"172,70",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0000325,PED000179,2024-08-03,CLI00483,Mouse Sem Fio,Acessorios,"R$ 86,20",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0000326,PED000180,14/08/2024,CLI00389,Capa para Smartphone,Acessorios,"R$ 52,99",1,Sao Paulo/SP/Brasil,Cartao de Credito,ENTREGUE
TRX0007550,PED003997,22/05/2026,CLI00480,Tenis Corrida Leve,Esporte,319.95,1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0000327,PED000180,2024-08-14,CLI00389,Jogo de Panelas,Casa,421.63,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000328,PED000180,2024-08-14,CLI00389,Livro SQL Essencial,LIVROS,"R$ 76,49",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000329,PED000181,2024-08-18,CLI00527,Camisa Social Slim,Moda,160.67,1,Curitiba/PR/Brasil,Cartao de Credito,Em analise
TRX0000330,PED000182,2024-08-30,CLI00297,Headset Gamer,Acessorios,"256,39",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0000331,PED000183,2024-08-01,CLI00262,Camisa Social Slim,Moda,"157,99",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000332,PED000184,2024-08-08,CLI00254,Carregador Turbo,Acessorios,"R$ 103,38",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0000333,PED000184,08-08-2024,CLI00254,Jogo de Panelas,Casa,410.19,1,Sao Paulo/SP/Brasil,Cartao de Debito,ENTREGUE
,PED000184,08-08-2024,CLI00254,Mouse Sem Fio,Acessorios,95.90,1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0000335,PED000185,2024-08-01,CLI00280,Tenis Corrida Leve,Esporte,331.74,2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Processando
TRX0000336,PED000186,26-08-2024,CLI00502,Liquidificador Potente,Casa,"213,60",1,Belo Horizonte/MG/Brasil,Cartao de Debito,Entregue
TRX0000337,PED000187,2024-08-10,CLI00417,Camiseta Dry Fit,Esporte,86.23,3,Sao Paulo/SP/Brasil,Cartao de Credito,Enviado
TRX0000338,PED000187,2024-08-10,CLI00417,Notebook Gamer,Eletronicos,"R$ 4.778,22",1,Sao Paulo/SP/Brasil,Cartao de Credito,Enviado
TRX0000339,PED000188,2024-08-16,CLI00029,Vestido Midi,Moda,215.76,1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0000340,PED000189,2024-08-16,CLI00297,Livro Historia do Brasil,Livros,"66,68",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000341,PED000189,2024-08-16,CLI00297,Tablet 10,Eletronicos,"R$ 1.364,44",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000342,PED000189,16/08/2024,CLI00297,Livro Dados em Acao,Livros,"R$ 85,99",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000343,PED000190,2024-08-11,CLI00577,Camisa Social Slim,Moda,"165,81",2,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000344,PED000190,11-08-2024,CLI00577,Luminaria de Mesa,Casa,"136,23",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000345,PED000190,11-08-2024,CLI00577,Calca Jeans Reta,Moda,201.88,3,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0000346,PED000191,2024-08-02,CLI00162,Cafeteira Eletrica,Casa,281.37,3,Campinas/SP/Brasil,Boleto,Entregue
TRX0000347,PED000192,24/08/2024,CLI00421,Calca Jeans Reta,MODA,203.70,4,Porto Alegre/RS/Brasil,Cartao de Debito,Entregue
TRX0000348,PED000193,2024-08-26,CLI00189,Monitor 27,Eletronicos,"R$ 1.140,85",3,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0000349,PED000194,2024-08-30,CLI00675,Carregador Turbo,Acessorios,"R$ 106,01",1,Santos/SP/Brasil,Cartao de Credito,Entregue
TRX0000350,PED000195,2024-08-24,CLI00081,Livro SQL Essencial,Livros,"R$ 77,89",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000351,PED000195,24-08-2024,CLI00081,Smartphone X200,Eletrônicos,"2.257,97",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000352,PED000196,23/08/2024,CLI00115,Livro SQL Essencial,Livros,80.26,1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0000353,PED000196,2024-08-23,CLI00115,Livro Dados em Acao,LIVROS,91.53,1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0000354,PED000197,2024-08-19,CLI00577,Hub USB-C,Acessorios,"R$ 123,58",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000355,PED000197,19-08-2024,CLI00577,Teclado Mecanico,Acessorios,343.37,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0000356,PED000198,29/08/2024,CLI00521,Tenis Corrida Leve,Esporte,"R$ 340,76",1,Uberlandia/MG/Brasil,Cartao de Credito,processando
TRX0000357,PED000199,03/08/2024,CLI00125,Livro Historia do Brasil,Livros,73.33,2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000358,PED000199,2024-08-03,CLI00125,Headset Gamer,Acessorios,"R$ 276,38",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0000359,PED000200,02/08/2024,CLI00117,Jogo de Panelas,Casa,"R$ 404,27",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0000360,PED000200,02-08-2024,CLI00117,Tenis Corrida Leve,esporte,"R$ 320,54",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
